status_id,politics,economy,foreign,culture,situation,measures,racism,overall
1229076297340506112,0,0,0,0,0,0,0,0
1225885089583812608,0,0,0,0,0,0,0,1
1228087880699895808,0,0,0,0,1,0,0,1
1230198133893799936,0,0,0,0,0,0,0,2
1234022533739024384,0,0,0,0,0,2,0,2
1234355428592455680,1,0,0,0,0,0,0,1
1223021640948363264,0,0,0,0,0,0,0,2
1233684736201064448,0,0,0,0,1,2,0,2
1231009459398303744,0,0,0,0,0,0,0,1
1237737622149177344,0,0,2,0,0,0,0,2
1230887020844679168,0,0,0,0,0,0,0,0
1230873543589736448,0,2,0,0,0,0,0,2
1229687271453913088,0,0,0,0,0,0,0,0
1236050077636005888,0,0,0,0,0,0,0,1
1220892336210579456,0,0,0,0,0,0,1,2
1226234983276109824,0,0,0,0,0,0,0,2
1230109525715247104,0,0,0,0,0,0,0,0
1236980323587588096,1,0,1,0,0,0,0,1
1229949614314356736,1,0,0,0,0,0,0,1
1231231458112466944,0,0,0,0,0,0,0,1
1248636260584845312,1,0,0,0,0,0,0,1
1235305688429101056,1,0,1,0,0,0,0,1
1227289481801322496,0,0,0,0,0,0,0,2
1250599828519702528,0,0,0,1,0,0,1,1
1242924675685945344,0,0,2,0,0,0,0,2
1241212032495558656,1,0,0,0,0,0,0,1
1230345409568149504,1,0,0,0,0,0,0,1
1246222955304099840,1,0,0,0,0,0,0,1
1221876109639409664,1,0,0,0,0,0,0,1
1236038472185470976,0,0,0,0,0,0,0,1
1225447647743500288,0,0,0,0,0,0,0,2
1225739227062620160,0,0,0,0,0,0,0,0
1233575112856698880,0,0,0,0,0,0,0,2
1225533751310024704,0,0,0,0,0,0,0,0
1223155579209777152,0,0,0,0,2,0,0,2
1233770186769076224,0,0,0,1,0,0,0,1
1235112032124293120,0,0,0,0,0,0,0,0
1235951163427688448,0,0,0,0,0,3,0,3
1230107901995442176,0,0,0,0,0,0,0,1
1222562260754657280,0,0,0,0,0,0,0,1
1228181290173644800,1,0,0,0,0,0,0,1
1236593587908947968,0,0,0,0,1,0,0,1
1225611643993784320,0,0,0,0,0,0,0,0
1226635779188887552,0,0,1,0,0,0,0,1
1238875896796323840,0,0,3,0,0,0,0,3
1233917811564654592,0,0,0,0,1,1,0,1
1236553865580822528,0,0,0,0,0,0,0,0
1228604224704921600,1,0,0,0,0,0,0,1
1229221071053713408,1,0,0,0,0,0,0,0
1235159255138750464,1,0,0,0,0,0,0,1
1225848831721390080,0,0,0,0,0,0,0,0
1233811559081603072,0,1,0,0,0,0,0,1
1233318894770606080,0,0,0,0,0,0,0,2
1233957223077859328,0,0,0,0,0,0,2,2
1224029328553308160,0,0,0,0,2,0,0,2
1223250946722918400,0,0,0,0,0,0,0,2
1237072388665344000,0,0,0,0,2,3,0,3
1227109897105371136,1,0,0,0,0,0,0,1
1228726663464153088,1,0,0,0,0,0,0,1
1236575989515169792,0,0,0,0,0,0,0,1
1220784346983911424,0,0,0,0,0,3,0,3
1235876611875983360,0,0,0,0,2,0,0,2
1248429917886279680,0,0,0,0,0,0,0,2
1235455369058701312,0,0,0,0,0,2,0,2
1224735000777699328,0,0,0,0,0,0,0,0
1226989634913095680,1,0,0,0,0,0,0,1
1250627255015026688,0,0,0,0,0,0,0,2
1242100129508872192,0,0,0,0,0,0,0,2
1246569831782023168,0,0,0,0,0,0,0,3
1247160536631894016,0,0,0,0,0,0,0,0
1246238427265118208,0,0,0,0,0,0,0,1
1226744529631367168,0,0,0,0,0,0,0,2
1229931899411402752,0,0,0,0,0,0,1,2
1235928321487040512,1,0,0,0,0,0,0,1
1233975735284404224,0,0,0,0,0,0,0,0
1221938405761662976,1,0,0,0,0,0,0,1
1231210053539127296,0,0,0,0,0,0,0,0
1224530700965015552,0,0,0,0,0,0,0,1
1233605615546699776,1,0,0,0,0,0,0,1
1230472312794775552,0,0,0,0,2,0,0,2
1230081236376272896,0,0,0,0,0,0,1,1
1222839744935034880,0,0,0,0,2,0,0,2
1227589104776491008,1,0,0,0,0,0,0,1
1224337779947180032,0,0,0,0,2,0,0,2
1245745248531349504,0,0,0,0,0,0,0,0
1227572309227118592,0,0,0,0,0,0,0,0
1223287686242414592,0,0,0,0,0,0,0,0
1229286943944515584,0,0,0,0,0,0,0,0
1229884489339269120,0,0,0,0,0,0,1,2
1220584309091897344,0,0,0,0,0,0,0,1
1222528990931562496,0,0,0,0,0,2,0,2
1252304506248888320,1,0,0,0,1,0,0,1
1222972893228945408,0,0,0,0,0,0,1,2
1228617239663955968,0,0,0,0,2,2,0,2
1228046480990187520,1,0,0,0,0,0,0,2
1224812414123642880,1,0,0,0,0,0,0,1
1250808356178100224,0,0,0,0,0,0,0,2
1223131192620269568,0,0,0,0,0,0,0,0
1230264388818309120,0,0,0,0,0,0,0,0
1249062678691221504,1,0,0,0,0,0,0,1
1241867488607866880,0,0,0,0,0,0,0,2
1231238105665019904,0,0,0,0,0,2,0,2
1226686518921588736,0,0,0,0,2,0,0,2
1246311005899984896,0,0,0,0,0,2,0,2
1221875975153053696,0,0,0,0,0,0,0,0
1241351031335903232,0,0,0,0,0,0,2,2
1235786089522245632,0,0,0,0,0,0,0,0
1235255492353708032,0,0,0,0,0,0,0,2
1236107984507416576,0,0,0,0,0,0,0,2
1225031005897154560,0,0,0,0,0,0,0,0
1224655662921084928,0,0,0,0,0,0,0,1
1233614308053016576,0,0,0,0,0,0,0,2
1233646553174134784,0,0,0,0,1,0,1,1
1225646515781173248,1,0,0,0,0,0,1,1
1235737384722952192,0,0,0,0,0,0,0,0
1228994096728924160,0,0,0,0,0,0,0,0
1221378038430040064,1,0,0,0,0,0,0,1
1247016651402260480,0,0,0,0,0,0,1,1
1224134134806863872,0,0,0,0,2,0,0,2
1220757071294955520,0,0,0,0,0,0,1,1
1227872135298899968,0,0,0,0,0,0,0,0
1239296812047126528,0,0,0,0,0,0,0,1
1247287222023278592,1,0,0,0,1,0,1,1
1229329354913722368,0,0,0,0,0,0,0,0
1223384887186673664,0,0,0,0,0,2,0,2
1225095762893131776,0,0,0,0,0,0,0,2
1222402533643046912,0,0,0,0,2,0,0,2
1225559266687422464,0,0,0,0,0,2,0,2
1222605044656164864,0,0,0,0,0,0,0,2
1225620789493260288,1,0,0,0,0,0,1,1
1224775168234405888,0,0,0,0,0,0,0,0
1223383215047471104,0,0,0,0,0,0,0,2
1223067259037315072,0,0,0,0,0,0,0,2
1225964447967019008,0,0,0,0,0,0,0,2
1221429296918458368,0,0,0,0,0,2,1,2
1223383770428067840,0,0,0,0,2,0,0,2
1223761434523230208,0,0,0,0,0,0,0,2
1222293507592859648,0,0,0,0,2,0,0,0
1222751055236059136,0,0,0,0,0,0,0,0
1221174049943871488,0,0,0,0,2,0,0,2
1222851566832517120,0,0,0,0,0,0,0,2
1227783215378784256,0,0,0,0,0,2,1,2
1221909772515119104,0,0,0,0,2,0,1,2
1223314669424857088,0,0,0,0,0,0,0,2
1225589993441116160,0,0,0,0,2,0,0,2
1229672107476422656,1,0,0,0,0,0,0,1
1223450907783774208,1,0,0,0,0,1,1,1
1221067582343528448,0,0,0,0,2,0,0,2
1253917100843782144,0,0,0,0,1,0,0,1
1223020308896141312,0,0,0,0,0,0,0,0
1222727879731007488,0,0,0,0,0,0,0,2
1226014319038480384,0,0,0,0,0,0,0,0
1221211994096906240,0,0,0,0,0,0,0,2
1220956555463421952,0,0,0,0,0,0,0,2
1224775207153324032,0,0,0,0,0,0,1,1
1229721376757440512,0,0,0,0,0,0,0,1
1228677080751038464,0,0,0,0,0,0,0,0
1223015727483047936,1,0,1,0,0,0,0,1
1221700709768404992,0,0,0,0,0,0,0,0
1221217762699292672,0,0,0,0,0,2,0,2
1222174653768036352,0,0,0,0,2,0,0,2
1232204797446541312,0,0,0,0,2,0,0,2
1230333139836231680,0,0,1,0,0,0,0,1
1221133512314703872,0,0,0,0,0,2,0,2
1229478080495878144,1,0,0,0,0,0,0,1
1236091732103548928,0,0,0,0,0,0,0,0
1229258363927584768,0,0,0,0,0,0,0,1
1230536906477207552,0,0,0,0,0,0,0,0
1231867341778100224,0,0,0,0,0,0,0,0
1231925821683699712,0,0,0,0,0,0,0,2
1221754536315895808,0,0,0,0,0,0,0,2
1224615836586893312,0,0,0,0,0,0,0,2
1223715901700263936,0,0,0,0,0,0,0,2
1224011256845172736,0,0,0,0,0,2,0,2
1223233662419972096,0,0,0,0,0,0,0,2
1231099874067853312,0,0,0,0,0,0,0,2
1223449533180334080,1,0,1,0,0,0,0,1
1231839180629504000,1,0,1,0,0,0,0,1
1233579134455910400,0,0,0,0,0,0,0,2
1229809888336859136,1,0,0,0,0,0,0,1
1227799155369594880,1,0,0,0,0,1,0,1
1239062757774725120,1,0,1,0,0,0,0,1
1225029384458735616,0,0,0,0,0,0,0,2
1224019525202350080,1,0,0,0,0,0,0,1
1222380041050390528,0,0,0,0,2,0,0,2
1235198008809189376,1,0,0,0,0,0,0,1
1236432602128474112,0,0,0,0,0,2,0,2
1236564089855283200,0,0,0,0,2,0,0,2
1232263892228886528,0,0,0,0,0,0,0,2
1228808350336520192,0,0,0,0,0,0,0,1
1229518160837038080,0,0,0,0,2,0,0,2
1236652854083010560,0,0,0,0,0,0,0,0
1245950472004878336,0,0,0,0,2,0,0,2
1224198515720585216,0,0,0,0,0,0,0,2
1222386808081866752,0,0,0,0,2,0,0,0
1225721899524775936,0,0,0,0,0,0,0,0
1225123112632516608,0,0,0,0,0,0,1,1
1234195366465044480,1,0,0,0,0,0,0,1
1233710410341076992,1,0,1,0,0,0,0,1
1230338105737121792,0,0,0,0,1,1,0,1
1250425495973289984,0,0,0,0,0,0,0,0
1226741203640602624,0,0,0,0,0,0,0,2
1233695882140319744,0,0,0,1,0,0,1,1
1236705127030870016,1,1,0,0,0,0,0,1
1250231727722815488,1,0,1,0,0,0,0,1
1223659546431959040,0,0,0,0,0,0,1,2
1230309168969650176,0,2,0,0,0,0,0,2
1223298782193950720,0,0,0,0,1,0,0,1
1235928136472117248,0,1,0,0,0,0,0,1
1234829531757678592,0,0,1,0,0,0,0,1
1221780679316230144,0,0,0,0,0,0,0,0
1234121603304378368,0,0,0,0,0,3,0,3
1253129048802418688,1,0,1,0,0,0,0,1
1232024466219130880,1,0,0,0,1,0,0,1
1227320228620701696,0,0,0,0,0,0,0,1
1234242117083336704,0,0,0,0,2,0,0,2
1223425676268589056,0,0,0,0,0,2,0,2
1235150013946368000,0,1,0,0,0,0,0,2
1225849498133381120,1,0,0,0,0,0,0,1
1226250530197913600,0,0,0,0,2,0,0,2
1226349932828712960,0,0,0,0,0,0,0,3
1222297628702117888,0,0,1,0,0,0,0,1
1227087522385276928,0,0,0,0,0,0,0,1
1226648679873777664,0,0,0,0,0,0,0,0
1233390204616151040,0,0,0,0,0,0,0,0
1233582351801704448,1,0,0,0,0,0,0,1
1230908823164067840,0,0,0,1,0,1,0,1
1220700108829777920,0,0,0,0,0,2,1,2
